Activity	Subject	tBodyAccMeanX	tBodyAccMeanY	tBodyAccMeanZ	tBodyAccStdX	tBodyAccStdY	tBodyAccStdZ	tGravityAccMeanX	tGravityAccMeanY	tGravityAccMeanZ	tGravityAccStdX	tGravityAccStdY	tGravityAccStdZ	tBodyAccJerkMeanX	tBodyAccJerkMeanY	tBodyAccJerkMeanZ	tBodyAccJerkStdX	tBodyAccJerkStdY	tBodyAccJerkStdZ	tBodyGyroMeanX	tBodyGyroMeanY	tBodyGyroMeanZ	tBodyGyroStdX	tBodyGyroStdY	tBodyGyroStdZ	tBodyGyroJerkMeanX	tBodyGyroJerkMeanY	tBodyGyroJerkMeanZ	tBodyGyroJerkStdX	tBodyGyroJerkStdY	tBodyGyroJerkStdZ	tBodyAccMagMean	tBodyAccMagStd	tGravityAccMagMean	tGravityAccMagStd	tBodyAccJerkMagMean	tBodyAccJerkMagStd	tBodyGyroMagMean	tBodyGyroMagStd	tBodyGyroJerkMagMean	tBodyGyroJerkMagStd	fBodyAccMeanX	fBodyAccMeanY	fBodyAccMeanZ	fBodyAccStdX	fBodyAccStdY	fBodyAccStdZ	fBodyAccMeanFreqX	fBodyAccMeanFreqY	fBodyAccMeanFreqZ	fBodyAccJerkMeanX	fBodyAccJerkMeanY	fBodyAccJerkMeanZ	fBodyAccJerkStdX	fBodyAccJerkStdY	fBodyAccJerkStdZ	fBodyAccJerkMeanFreqX	fBodyAccJerkMeanFreqY	fBodyAccJerkMeanFreqZ	fBodyGyroMeanX	fBodyGyroMeanY	fBodyGyroMeanZ	fBodyGyroStdX	fBodyGyroStdY	fBodyGyroStdZ	fBodyGyroMeanFreqX	fBodyGyroMeanFreqY	fBodyGyroMeanFreqZ	fBodyAccMagMean	fBodyAccMagStd	fBodyAccMagMeanFreq	fBodyBodyAccJerkMagMean	fBodyBodyAccJerkMagStd	fBodyBodyAccJerkMagMeanFreq	fBodyBodyGyroMagMean	fBodyBodyGyroMagStd	fBodyBodyGyroMagMeanFreq	fBodyBodyGyroJerkMagMean	fBodyBodyGyroJerkMagStd	fBodyBodyGyroJerkMagMeanFreq	"angletBodyAccMean,gravity"	"angletBodyAccJerkMean,gravityMean"	"angletBodyGyroMean,gravityMean"	"angletBodyGyroJerkMean,gravityMean"	"angleX,gravityMean"	"angleY,gravityMean"	"angleZ,gravityMean"
WALKING	23	0.273211884	-0.018361871	-0.113382994	-0.313521773	-0.119020587	0.164220685	-0.342370054	-0.253460783	0.146447332	-0.06467375	-0.16468163	-0.134886951	0.1681988	-0.089163499	-0.035524978	-0.100940731	-0.760051238	-0.846727873	-0.38764262	-0.408544327	-0.531135733	-7.78E-05	0.472517961	0.301191048	0.354859606	-0.357305891	0.267971351	0.078966615	-0.163663946	-0.113603978	0.159020498	0.206994987	-0.24995588	-0.203794511	0.212119439	0.190696459	-0.314461323	-0.179622268	-0.311535664	0.411438088	0.939809689	-0.16176137	-0.16076336	-0.977230904	-0.966550707	-0.932981342	-0.977893263	-0.967575177	-0.933603934	0.873637623	-0.174732215	-0.151716426	0.951829126	-0.143191886	-0.172863743	-0.212642608	0.837748845	-0.959767472	-0.944125147	-0.978863041	-0.970848955	-0.936534584	-0.719020004	-1	-1	-0.322727235	0.387579312	-0.448552274	0.505531239	0.025288426	-0.035698647	-0.021850667	0.105189051	-0.087951335	0.179289398	-0.269663835	0.356503375	0.225890139	0.153743697	0.315350022	0.098731909	0.014895593	-0.001908106	-0.229328122	-0.080501734	-0.029311506
WALKING_DOWNSTAIRS	23	0.289897411	-0.016211146	-0.098812371	0.044139284	0.108259034	0.229898743	-0.0741286	0.090049122	0.133796352	0.461705592	0.066091705	0.092355868	-0.190837093	-0.070936511	-0.107758444	0.14208982	-0.443128366	-0.758677943	-0.3140411	-0.277814663	-0.131817536	-0.139848462	0.430565576	0.27787829	0.39604815	-0.246941126	0.20489929	-0.041506442	0.131429113	-0.080243971	0.126356686	-0.011140918	0.086921311	-0.014912946	0.138754181	-0.030095589	0.042336255	-0.357584151	-0.516430423	0.238017139	0.923711401	-0.110028842	-0.153671532	-0.950790837	-0.93901255	-0.905888258	-0.951813103	-0.941327958	-0.90857573	0.867596238	-0.115927339	-0.141260912	0.927412926	-0.100637004	-0.176472021	-0.403034133	0.79637402	-0.983172565	-0.945127497	-0.953060162	-0.947912069	-0.918086867	-0.327788594	-1	-1	-0.452758442	0.525842421	-0.5981241	0.669569363	-0.305924877	0.271882164	-0.282350873	0.31097128	-0.180590676	0.247840207	-0.314167841	0.377029093	0.166510178	-0.079563711	0.054006585	0.057801061	0.037500515	-0.000982717	0.198947062	-0.088330123	0.031015708
WALKING_UPSTAIRS	23	0.249995171	-0.032384403	-0.126890617	-0.243887819	0.044843579	0.100801189	-0.301247463	-0.006792108	0.108816671	-0.060997372	0.103191141	-0.107978024	0.104520001	0.118029859	0.127395301	-0.015844306	-0.706936576	-0.78362915	-0.449455008	-0.422837678	-0.28881406	0.048810955	0.398915417	0.103969421	0.184421265	-0.315674271	0.214164825	-0.197893096	0.329039957	-0.210092329	0.145615505	0.077066852	-0.022856248	-0.335509767	0.292453178	-0.243509835	0.130323372	-0.17228391	-0.194339207	0.244974699	0.84343881	-0.214481808	-0.35593445	-0.933344482	-0.910474557	-0.90206591	-0.934870295	-0.912387393	-0.903838716	0.794108506	-0.208987442	-0.337418695	0.842484648	-0.209805288	-0.375446503	0.266721267	0.596663677	-0.923405416	-0.738677565	-0.938699838	-0.918813061	-0.910433572	-0.139796293	-1	-1	-0.681265063	0.730762478	-0.780037837	0.829150221	-0.540378196	0.52904687	-0.548095575	0.57916576	-0.603657991	0.645651121	-0.687101582	0.724931281	0.449124086	0.407580648	0.135852651	0.072364998	0.039986287	0.015923417	-0.365398623	-0.328225031	-0.40809402
LAYING	24	0.272850495	-0.017355521	-0.107236237	-0.967984021	-0.983126462	-0.973566959	-0.969083063	-0.983743215	-0.97360876	-0.920186814	-0.564267986	-0.804517445	0.815809145	0.685321471	0.833340932	-0.97177277	-0.998309933	-0.999824729	-0.998542559	-0.970333939	-0.98656031	-0.973700639	-0.262665944	-0.613177544	-0.475894233	-0.041327173	-0.027576285	0.004547298	-0.029671298	0.288544217	-0.15621779	0.234981012	0.05372082	0.202166903	-0.079689423	0.167660494	-0.237290982	0.170962414	-0.562399844	-0.220803678	-0.359292534	0.738430699	0.68383991	-0.960412164	-0.993454358	-0.979239668	-0.961454229	-0.993541224	-0.980281884	-0.411197032	0.693553836	0.673407991	-0.321510585	0.752748022	0.679388931	0.322274354	-0.981654622	0.105908594	-0.088186605	-0.96409939	-0.993900491	-0.983175701	-0.429279035	-0.825253923	-0.673133019	-0.633844805	0.633872095	-0.633581049	0.633142262	-0.15693136	0.113292824	-0.125364812	0.161346349	-0.220779385	0.226654375	-0.232171042	0.235183942	0.512765697	-0.850596599	-0.653262049	0.080721233	0.011981952	-0.005892258	-0.986365434	-0.982430495	-0.983087367
SITTING	24	0.27347569	-0.01312551	-0.103041061	-0.990593767	-0.956255962	-0.957056111	-0.991449718	-0.955958874	-0.956063608	-0.935899523	-0.545778426	-0.795756198	0.839087481	0.678432012	0.827264347	-0.969084977	-0.999819897	-0.998138076	-0.996835726	-0.992209973	-0.96356619	-0.956542279	-0.586387264	-0.431344161	-0.377291469	0.139935599	-0.034955743	0.080755782	0.047062488	0.051442904	-0.046857185	0.132055869	0.015918238	0.101953345	-0.038090752	0.022774562	-0.063789691	-0.29915174	-0.361637243	0.218556314	0.919637604	0.182254652	0.109559621	-0.98966015	-0.971692545	-0.963406796	-0.989664936	-0.972365405	-0.964284078	0.84881894	0.156956222	0.108221329	0.937514905	0.196647342	0.102921283	-0.227734098	0.787889895	-0.906755727	-0.95391482	-0.989595145	-0.974733253	-0.96750701	-0.875714792	-0.633547752	-0.617788136	-0.370567471	0.395030499	-0.419619492	0.444426866	-0.482918211	0.450325877	-0.451496968	0.467396562	-0.519876397	0.530430598	-0.540586868	0.547651829	-0.594472648	-0.46588086	0.336499322	0.076331853	0.004767026	-0.001133002	-0.988564382	-0.979573678	-0.984662947
STANDING	24	0.280348884	-0.014478534	-0.108222554	-0.987255871	-0.936871974	-0.93028353	-0.989960689	-0.936926156	-0.927243014	-0.923211855	-0.532706161	-0.783803493	0.834414882	0.669040315	0.811290692	-0.95183286	-0.999679875	-0.998124361	-0.992331341	-0.992356047	-0.948999929	-0.925328252	-0.513798177	-0.349549	-0.357408388	0.202949748	-0.022816028	0.099311848	0.063831807	-0.014617566	-0.028511272	0.221497069	-0.218956028	0.127365876	-0.082018972	0.105308504	-0.261114433	0.206372165	0.0189486	0.056516533	0.96644228	-0.145201301	-0.05305854	-0.992197592	-0.968155389	-0.946184949	-0.992364547	-0.968545599	-0.946489882	0.894139726	-0.159076916	-0.049167392	0.983474676	-0.125604399	-0.063032187	-0.475073204	0.907608728	-0.967241846	-0.98660519	-0.992737277	-0.970289434	-0.947443417	-0.979537942	-1	-0.828376626	-0.233943174	0.27131416	-0.309142828	0.347487442	-0.497801693	0.455221201	-0.444764408	0.44882698	-0.550458894	0.552996412	-0.555140909	0.554210181	0.644770593	0.273888885	0.247427281	0.074617742	0.010983969	-0.003587749	-0.980573837	-0.967745639	-0.977716355
WALKING	24	0.276980816	-0.02254464	-0.110595953	-0.470762366	-0.154127498	-0.288840016	-0.481853968	-0.204010574	-0.290820999	-0.424449373	-0.178289637	-0.388732215	0.348072754	0.088550146	0.337188758	-0.291563442	-0.857217821	-0.859919706	-0.768584277	-0.52199366	-0.432722029	-0.312037913	0.494563015	0.328203756	0.232776069	-0.408421671	0.339343619	-0.157624022	0.106422769	-0.251910985	0.18922959	0.197507373	-0.21014739	-0.272309599	0.240619268	0.067681714	-0.216370789	-0.093887784	-0.194663523	0.428635772	0.959701081	-0.115116242	-0.14091003	-0.9831324	-0.962578844	-0.962822967	-0.983815821	-0.963721113	-0.964056812	0.8912884	-0.12737521	-0.140356855	0.973236524	-0.097507787	-0.148308312	-0.354112358	0.889754369	-0.9809274	-0.957308404	-0.985000498	-0.967002233	-0.967889394	-1	-1	-1	-0.423425972	0.479624247	-0.532414652	0.581725453	-0.261911741	0.253792337	-0.294511294	0.353762232	-0.291805215	0.347387552	-0.401651106	0.45193835	0.257301451	0.06727124	-0.068788786	0.073193898	0.012125459	-0.011640139	-0.485863255	-0.302220161	-0.491189466
WALKING_DOWNSTAIRS	24	0.288631209	-0.014573035	-0.10481882	-0.082732481	-0.102607327	-0.205566381	-0.140882026	-0.172678728	-0.235714674	0.313096952	-0.112659881	-0.204944882	0.257189458	0.067266342	0.254992847	-0.072726079	-0.574520643	-0.840360132	-0.708180375	-0.318467615	-0.465284575	-0.330148126	0.170949366	0.359745737	0.259150937	-0.369125253	0.205530076	-0.187086652	0.391262275	-0.163271391	0.138432978	0.24052963	-0.165425833	-0.121573549	0.263926396	-0.084523987	0.029608076	-0.49995224	-0.356878039	0.056550359	0.950883417	-0.128326711	-0.140123155	-0.961845327	-0.941478979	-0.942207719	-0.962899692	-0.942298785	-0.943645469	0.891326293	-0.134239886	-0.13550038	0.95745423	-0.115686297	-0.15338164	-0.33729623	0.866696868	-0.974724211	-0.956445248	-0.964426082	-0.944376999	-0.948288914	-0.862919167	-1	-1	-0.665247253	0.715272381	-0.764328101	0.812449815	-0.168551144	0.165759852	-0.21972489	0.295823865	-0.05376133	0.115351112	-0.176222076	0.23409011	0.240570513	-0.009763502	0.030778421	0.080261983	-0.004473163	-0.008469159	-0.337218894	-0.169291888	-0.290239377
WALKING_UPSTAIRS	24	0.269881107	-0.025197943	-0.114248611	-0.344399351	-0.116804489	-0.255601013	-0.411222294	-0.142132956	-0.304219998	-0.086152731	-0.084025887	-0.297340725	0.356067835	0.169946674	0.283530419	-0.233899935	-0.782093973	-0.844841181	-0.744822364	-0.571528105	-0.358744105	-0.440908317	0.209585455	0.212687626	0.204098683	-0.394404875	0.198562752	0.00231977	0.11332143	-0.278344752	0.134547221	0.146824676	-0.035497366	-0.348203546	0.314866764	-0.105367177	-0.089288247	-0.231990194	-0.354327403	0.024275345	0.906369501	-0.237498409	-0.227134869	-0.962190567	-0.91669078	-0.934952939	-0.963299217	-0.918683542	-0.937678469	0.845875758	-0.233220151	-0.21834887	0.913053907	-0.231848319	-0.241413835	0.106075894	0.752107507	-0.904311219	-0.891931072	-0.966803212	-0.924560697	-0.945847895	-0.352520585	-1	-1	-0.636388943	0.675868636	-0.714069655	0.751039487	-0.624902954	0.616929792	-0.633979864	0.660970603	-0.387948306	0.412370226	-0.435693818	0.455335344	0.538414803	0.073206935	-0.281637459	0.08623101	-0.015081605	-0.013235365	-0.498764672	-0.515220752	-0.523807264
LAYING	25	0.250791829	-0.018894366	-0.10042883	-0.909116474	-0.691770681	-0.717262004	-0.912033639	-0.674405732	-0.69425738	-0.880574389	-0.425805303	-0.662007512	0.754837494	0.574164786	0.74194271	-0.577589664	-0.978896856	-0.796290169	-0.750311706	-0.919499975	-0.708375021	-0.664230814	-0.179760784	-0.197275899	-0.255333913	-0.216077246	0.11640938	-0.039792695	-0.006213531	-0.114479251	0.017276861	0.186103994	-0.03429283	-0.008910523	-0.043284527	0.064729472	-0.052628368	0.173553464	-0.464224165	-0.198709908	-0.461102531	0.62065892	0.526353818	-0.829554948	-0.643578361	-0.610161166	-0.832322144	-0.649420721	-0.617004309	-0.464375628	0.685811261	0.60340272	-0.465702781	0.530345044	0.428401833	0.186260903	-0.935601591	0.166351189	-0.213059506	-0.841172583	-0.669164548	-0.642794887	-0.514826001	-0.177979825	0.06355618	-0.788757792	0.791634481	-0.794243235	0.796759178	-0.656111876	0.641541552	-0.649890056	0.66792602	-0.71630842	0.725696045	-0.734764395	0.740492354	0.427613668	-0.699447505	-0.455409105	0.087907169	0.028461931	-0.030717944	-0.973323412	-0.94568717	-0.967835526
SITTING	25	0.278541482	-0.014769681	-0.10916044	-0.991892829	-0.947457617	-0.965139552	-0.992851986	-0.946747638	-0.963323279	-0.934087259	-0.543568913	-0.807473535	0.844281834	0.676727357	0.828703131	-0.972154928	-0.999772823	-0.994868778	-0.996830257	-0.993727935	-0.958438878	-0.960311767	-0.60565938	-0.528917001	-0.444060479	0.148408022	-0.063833532	0.088220658	0.086094536	0.146938135	-0.107717526	0.225598338	-0.022538404	0.197291454	-0.118640856	0.098532151	-0.110599477	-0.158833363	-0.294846884	0.245207707	0.865686078	0.208287142	0.167140956	-0.988879981	-0.963415017	-0.969459982	-0.989320942	-0.965272954	-0.969830125	0.795295406	0.184532151	0.164779647	0.883805648	0.218395261	0.162806453	-0.127955048	0.667002462	-0.843071515	-0.894748957	-0.990977369	-0.971378894	-0.971191662	-0.876531135	-0.664803377	-0.681728571	-0.417515206	0.437007537	-0.456487058	0.476058429	-0.366692792	0.337818672	-0.351064761	0.382227568	-0.464929887	0.473583741	-0.481832194	0.487121061	-0.418908007	-0.42675683	0.442634181	0.075208701	0.004854159	0.002107608	-0.992278622	-0.982870992	-0.988433153
STANDING	25	0.278013702	-0.016356973	-0.107352958	-0.991970127	-0.954569226	-0.964642688	-0.993321664	-0.955761936	-0.962007219	-0.932920062	-0.545446676	-0.803423788	0.841662666	0.67236094	0.832718926	-0.973721977	-0.999861258	-0.998966571	-0.994333848	-0.994409045	-0.9649545	-0.95794547	-0.582504823	-0.462868466	-0.50604655	0.189329787	-0.070080375	0.12664676	0.093310225	0.08086879	-0.09614507	0.245043234	-0.069398836	0.260500936	-0.159519849	0.209710187	-0.215069128	-0.113135926	-0.212336683	0.336531851	0.929794733	-0.159316786	0.201182106	-0.993148268	-0.980642971	-0.967792579	-0.993383626	-0.980866221	-0.967955457	0.857381746	-0.177420366	0.197561736	0.947587216	-0.13619176	0.195909271	-0.158673663	0.812862357	-0.960587143	-0.888995889	-0.993908443	-0.981970161	-0.96919208	-0.920504407	-1	-0.596964333	-0.344716234	0.378952886	-0.413539255	0.448549279	-0.395901143	0.361665921	-0.367140072	0.38977555	-0.395622227	0.405701211	-0.415543937	0.422675137	0.022232228	-0.407384331	0.507851729	0.07523373	0.00663214	-0.006228088	-0.988312658	-0.972272411	-0.987062685
WALKING	25	0.278992759	-0.018647762	-0.108737636	-0.596007444	-0.161852412	-0.437133403	-0.620725756	-0.182526437	-0.432881022	-0.505992792	-0.141444738	-0.429391218	0.458821436	0.162161556	0.478891251	-0.403091132	-0.916083407	-0.862336473	-0.851495974	-0.65644293	-0.385943137	-0.442871711	0.424723485	0.278820281	0.083740021	-0.388557735	0.318356857	-0.119983932	0.044410397	-0.289490816	0.148012622	0.286235131	-0.212725804	-0.409521206	0.322207309	-0.020071409	-0.21993715	0.068433359	-0.020567438	0.027508159	0.937483114	-0.127315871	0.188416273	-0.979499263	-0.965093441	-0.944995731	-0.980246763	-0.966479961	-0.94723749	0.870079604	-0.140555648	0.191237427	0.949949705	-0.109710084	0.176914217	-0.266717515	0.832389956	-0.97605389	-0.908939086	-0.98209787	-0.969946823	-0.953090534	-0.743000079	-1	-0.244937929	-0.548723721	0.591335812	-0.632530097	0.672333929	-0.354555035	0.353493	-0.395648363	0.454033054	-0.411334352	0.43467108	-0.456669382	0.474710527	0.39122126	-0.606899644	-0.171284175	0.072172071	0.003511152	-0.003350987	-0.607620932	-0.382619719	-0.675601404
WALKING_DOWNSTAIRS	25	0.291329666	-0.021017052	-0.107192377	-0.253756934	-0.140540604	-0.457972382	-0.289297629	-0.174194306	-0.451956062	-0.041346128	-0.101264273	-0.373547799	0.21194749	0.122826096	0.562009795	-0.218591099	-0.714629287	-0.852812975	-0.860979386	-0.366081102	-0.385184237	-0.471253988	0.368570339	0.291800221	0.139207635	-0.4340752	0.264832704	-0.204352652	0.332297127	-0.265993031	0.154129691	0.199762657	-0.078596314	-0.333437791	0.226833507	0.042157716	-0.199987185	-0.408640882	0.175115079	-0.343859116	0.929627532	-0.072427018	0.218795958	-0.964470067	-0.937816011	-0.926191696	-0.966075415	-0.939971074	-0.928769113	0.870106516	-0.080969737	0.224022801	0.937530761	-0.065846419	0.200661413	-0.349703863	0.812372702	-0.993173016	-0.885399691	-0.970804247	-0.946318461	-0.937049374	-0.602253595	-1	-0.143621441	-0.723834637	0.765171639	-0.805881623	0.846035206	-0.404781204	0.395262378	-0.425613087	0.471662678	-0.489837459	0.507162414	-0.5234748	0.53607144	0.197744523	-0.426076065	0.038790166	0.110656929	-0.019541663	-0.011334879	-0.501968388	-0.371661522	-0.711494696
WALKING_UPSTAIRS	25	0.277995411	-0.026986352	-0.12621044	-0.459775646	-0.223086809	-0.296523975	-0.519025117	-0.242689727	-0.2522101	-0.219087496	-0.132470182	-0.403728865	0.428983118	0.306235205	0.530142962	-0.302598263	-0.850101271	-0.878530809	-0.760121481	-0.635215518	-0.438854103	-0.183969652	0.297529593	0.170946752	0.004599687	-0.440536907	0.269498148	-0.187389735	0.270427041	-0.3243486	0.152287317	0.111254628	0.043752883	-0.416003546	0.205607753	-0.056935148	0.017753478	-0.164002873	-0.250487726	-0.275742813	0.92769324	-0.217641282	0.108230987	-0.95087845	-0.931758273	-0.882722399	-0.952075861	-0.934335863	-0.884530024	0.870712802	-0.219198929	0.128113082	0.92996196	-0.208879805	0.082158968	-0.189042581	0.806586891	-0.920997366	-0.950355971	-0.95496939	-0.942212602	-0.891394121	-0.311206032	-1	-0.308819827	-0.789417681	0.814270022	-0.838764028	0.863021765	-0.689242568	0.688536916	-0.708950519	0.737511557	-0.752514718	0.761607595	-0.769981246	0.774557966	0.660642705	-0.563068605	-0.358456032	0.074004144	0.00925514	-0.011690681	-0.663642746	-0.627131236	-0.812458372
LAYING	26	0.271645865	-0.019189573	-0.10500254	-0.969445445	-0.983231352	-0.984500013	-0.971671041	-0.983251945	-0.984979116	-0.9257853	-0.569250653	-0.809645357	0.813722707	0.684564105	0.841388821	-0.977270591	-0.996442848	-0.999559965	-0.999097431	-0.977823089	-0.985325816	-0.986214954	-0.394568913	-0.691974394	-0.536506844	-0.00386456	-0.02753643	-0.007378729	0.051106989	0.329075605	-0.179987672	0.219713603	0.075776744	0.35674005	-0.121141418	0.113753363	0.003829922	-0.146609628	0.080266461	-0.165103652	-0.621309715	0.803015012	0.614523406	-0.944472489	-0.987887995	-0.984081709	-0.947793568	-0.988186777	-0.985080448	-0.659444841	0.75800941	0.603128971	-0.579516257	0.814530158	0.610820129	0.378839766	-0.976659686	0.30226958	-0.264025843	-0.958320774	-0.988805131	-0.988536965	-0.972117441	-0.817518952	-0.797028713	-0.63013153	0.634209051	-0.638071276	0.641875564	-0.196596968	0.153969585	-0.164159934	0.196943015	-0.246043225	0.275591315	-0.305005868	0.331922593	-0.066099767	0.115730614	-0.39396547	0.086650253	0.012442003	-0.006147551	-0.989315825	-0.987182888	-0.989064629
SITTING	26	0.25824353	-0.007133645	-0.097444869	-0.979768988	-0.940798966	-0.950004414	-0.980637294	-0.938135229	-0.946726334	-0.93446055	-0.532391818	-0.787244906	0.823121062	0.681533207	0.831754258	-0.949161203	-0.996402384	-0.989353287	-0.988521742	-0.981836638	-0.946503618	-0.94292138	-0.56834009	-0.527755756	-0.439267323	0.089394064	-0.084625351	0.093993254	-0.007730706	0.211098797	-0.15863681	0.227359373	-0.024697758	0.1764174	-0.10947551	0.070474267	-0.107610294	-0.374083395	-0.46250483	0.376361985	0.782955612	0.223105562	0.314387627	-0.965082926	-0.949286701	-0.944580864	-0.965804707	-0.950738174	-0.945574566	0.721014561	0.204215955	0.315034097	0.794180943	0.230171012	0.302290571	0.147587028	0.496883659	-0.792360608	-0.764744365	-0.967795203	-0.956520597	-0.949848677	-0.742439728	-0.731482191	-0.480200436	-0.545506604	0.555543545	-0.565423888	0.575283014	-0.402509185	0.369036406	-0.374695581	0.397152024	-0.517791191	0.524454703	-0.530731128	0.533958846	-0.5125403	-0.766635161	0.495307796	0.076444323	0.00692239	-0.00780238	-0.992258395	-0.986215216	-0.990008711
STANDING	26	0.281127035	-0.016660831	-0.110237796	-0.993069369	-0.949466155	-0.962988401	-0.994252067	-0.950252575	-0.960854334	-0.934466173	-0.543660991	-0.802478723	0.843192811	0.671401806	0.828270461	-0.968834284	-0.99981127	-0.997751864	-0.997036937	-0.994981077	-0.95928623	-0.957826709	-0.613909832	-0.509466666	-0.520781588	0.264734721	-0.090570922	0.102922532	0.115652164	0.057237392	-0.083173745	0.211846442	-0.094368272	0.155914859	-0.080013796	0.101183656	-0.168477453	-0.059433831	-0.142027621	0.334005373	0.965460892	-0.140315422	0.088414268	-0.992678782	-0.966986434	-0.964228471	-0.992792821	-0.967600729	-0.964482972	0.89298861	-0.153542986	0.087473093	0.98284161	-0.121181316	0.082632435	-0.444305751	0.904978813	-0.969395942	-0.984436843	-0.993141279	-0.969080806	-0.965780498	-0.982577904	-1	-0.493818655	-0.32709422	0.36144981	-0.396106726	0.431135445	-0.485770172	0.450874476	-0.449490152	0.46288968	-0.4584849	0.465452301	-0.472155365	0.476035999	0.089463924	-0.163962608	0.632701032	0.075357821	0.008173223	-0.002194978	-0.990498355	-0.975935485	-0.986693449
WALKING	26	0.279264444	-0.015425959	-0.108927011	-0.340185528	-0.136351392	-0.333486503	-0.379704165	-0.159350021	-0.347312563	-0.072220751	-0.099415289	-0.385919186	0.267827385	0.150795385	0.329895753	-0.235552347	-0.775068552	-0.853366992	-0.796093407	-0.466039763	-0.347736918	-0.407641373	0.416474762	0.237506087	0.282513979	-0.341093082	0.234534989	0.016733437	0.002597342	-0.23033245	0.220232947	0.076674202	-0.067311479	-0.155394236	0.270900141	-0.005080617	-0.210571137	-0.142433137	-0.135657949	0.128035022	0.960647755	-0.133922185	0.1087387	-0.980055651	-0.969040314	-0.966231562	-0.980572011	-0.969845383	-0.966621538	0.893126574	-0.148178228	0.106988921	0.972933993	-0.114548664	0.10285358	-0.417228703	0.892249844	-0.973634751	-0.978566379	-0.981203617	-0.972467532	-0.968718287	-1	-1	-0.385783295	-0.408696666	0.471699373	-0.531513599	0.588056862	-0.236527233	0.240344116	-0.295260088	0.368934374	-0.015690036	0.089798446	-0.162266817	0.230767169	0.116258019	-0.185144722	0.233123455	0.065230374	0.019671214	-0.006183058	-0.328452881	-0.261863589	-0.397483516
WALKING_DOWNSTAIRS	26	0.279284583	-0.01262581	-0.106439619	0.17395385	-0.01162991	-0.284807676	0.11384963	-0.083537776	-0.299522749	0.462119883	0.024670192	-0.106631271	0.091600111	0.021502851	0.484426619	0.077280179	-0.302991673	-0.806786562	-0.762929886	-0.105941024	-0.36890083	-0.360542216	0.123073434	0.336874109	0.082558951	-0.394955546	0.156515342	0.038596672	0.188276431	-0.100581238	0.053651449	0.336136596	-0.123909213	-0.144122943	0.222071568	0.079547194	-0.129374956	-0.170256346	0.280617203	0.071701931	0.946797272	-0.079900373	0.15390632	-0.962721992	-0.935425855	-0.933081768	-0.963900821	-0.935904238	-0.935890891	0.887364143	-0.087902875	0.157119253	0.953572592	-0.072336016	0.136406107	-0.469873732	0.856009469	-0.991750718	-0.955956457	-0.967262755	-0.938422032	-0.943128623	-0.790499548	-1	-0.170708273	-0.615470084	0.67528743	-0.733677005	0.790634204	-0.116201853	0.13468593	-0.214838705	0.318138001	-0.072748611	0.140091918	-0.207145654	0.271556793	0.060195121	-0.202909283	0.363082304	0.111470788	-0.007131602	-0.011891143	-0.128111641	-0.086404903	-0.379335952
WALKING_UPSTAIRS	26	0.272691395	-0.02816338	-0.121943461	-0.169006952	-0.04917263	-0.404596937	-0.286504815	-0.068794579	-0.404171442	0.142441132	-0.042570794	-0.425115761	0.061817608	0.089971539	0.477518528	-0.175437877	-0.651347122	-0.821772315	-0.833509571	-0.494682468	-0.279474796	-0.445473432	0.583205785	0.22829646	0.084833169	-0.373193704	0.273101973	-0.187616368	0.241369293	-0.279172918	0.182482072	0.060988786	0.05003988	-0.280557314	0.239350708	-0.164734874	0.055975823	-0.46388069	-0.101605682	0.144074926	0.942095257	-0.246169656	-0.001993106	-0.962011392	-0.937858158	-0.929636798	-0.963748993	-0.939852079	-0.931229423	0.881325843	-0.247132571	0.007800522	0.947724423	-0.232454362	-0.016347464	-0.373860122	0.843841335	-0.898166486	-0.998887207	-0.967256828	-0.944905435	-0.935907274	-0.605851154	-1	-0.660027462	-0.613698531	0.658931349	-0.702903213	0.745646777	-0.543121121	0.546183989	-0.580298948	0.62605819	-0.58240781	0.612560085	-0.641906075	0.667625917	0.347384534	0.105904499	0.048086687	0.075564532	0.002091717	-0.011708928	-0.290879966	-0.399771474	-0.677995585
LAYING	27	0.274102492	-0.017986761	-0.107699733	-0.978455153	-0.983736044	-0.986636996	-0.980230423	-0.98442216	-0.986818199	-0.924191194	-0.566664789	-0.816384381	0.830151199	0.685530591	0.839478614	-0.981947611	-0.998905183	-0.999746314	-0.99949163	-0.983682487	-0.987122948	-0.98659842	-0.459778406	-0.65195825	-0.558137837	0.008179203	-0.007667548	-0.039727013	0.245279166	0.264235323	-0.129435176	0.176176103	0.127646595	0.34370301	-0.108082785	0.138435763	-0.026334811	0.003292751	-0.15463984	-0.173914047	-0.530434605	0.567879494	0.84539238	-0.971183863	-0.993701743	-0.989056311	-0.972522696	-0.993790747	-0.989350961	-0.586522194	0.527492979	0.832329521	-0.487163126	0.584842286	0.844714676	0.17762319	-0.996311968	-0.3356235	0.395716064	-0.976041353	-0.994174102	-0.990103856	-0.9775209	-0.839939209	-0.836165592	-0.565157735	0.580303605	-0.595422637	0.610647401	-0.184757915	0.141866097	-0.152650042	0.186411186	-0.203825757	0.236560344	-0.269037908	0.298940605	0.585135671	-0.372417387	-0.380163748	0.076626855	0.012649109	-0.000685549	-0.986471899	-0.985159462	-0.989685147
